องค์การบริหารส่วนตำบลบ้านหัน	"จากลักษณะพื้นที่ของ ต.บ้านหัน อ.โนนศิลา จุดนี้อยู่ในพื้นที่สำคัญในระบบระบายน้ำของท้องถิ่น โดยพื้นที่ราบเกษตรในลุ่มน้ำชีตอนกลาง ทำให้มีความไวต่อเหตุการณ์ฝนหนักและน้ำท่วมขัง การระบายช้า และน้ำหลาก. ประกอบกับไม่พบหมู่บ้านระดับความเสี่ยงสูงหรือความเสี่ยงสูงมากในตำบลนี้ จึงใช้ข้อมูลหมู่บ้านระดับความเสี่ยงปานกลางประกอบการพิจารณา โดยมีรายชื่อได้แก่ หัน  หนองไฮ  ห้วยแคน  วังยาว  หนองขี้เห็น  ห้างข้าว  หนองน้ำขุ่นเหนือ  หนองน้ำขุ่นใต้  หนองแวง  หนองไฮน้อย  หนองแวงน้อย  หนองทุ่ม  กุดหลง  ดอนกู่

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
สำนักงานเทศบาลเมืองบัวเงิน	"ตำแหน่งนี้อยู่ในแนวรับและระบายน้ำของ ต.บัวเงิน อ.น้ำพอง โดยพื้นที่ราบลุ่มของลุ่มน้ำพอง มีชุมชนและพื้นที่เกษตรตามแนวลำน้ำและคลองสาขา จึงสามารถสะท้อนฝนในบริบทพื้นที่ก่อนเกิดน้ำท่วมขังและน้ำหลาก.

จากลักษณะทางกายภาพและความเสี่ยงของพื้นที่ที่อธิบายข้างต้น จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง ทั้งนี้ควรใช้ข้อมูลภัยพิบัติหรือข้อมูลพื้นที่เพิ่มเติมประกอบการพิจารณาในส่วนของหมู่บ้าน"
ที่ว่าการอำเภอน้ำพอง	"บริบทพื้นที่ของ ต.วังชัย อ.น้ำพอง บริเวณนี้เป็นพื้นที่ราบลุ่ม และพื้นที่ราบลุ่มของลุ่มน้ำพอง มีชุมชนและพื้นที่เกษตรตามแนวลำน้ำและคลองสาขา จึงเหมาะเป็นจุดเฝ้าระวังฝนเชิงพื้นที่ โดยเฉพาะความเสี่ยงจากน้ำท่วมขังและน้ำหลาก. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ วังชัย  หนองแซง  วังเกิ้ง  วังถั่ว  สร้างแซง  โคกกลาง  เสียว  ศรีประเสริฐ  ประชานิมิตร

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
โรงเรียนบ้านคำบง	"พื้นที่โดยรอบ เทศบาลตำบลสะอาด อยู่ในพื้นที่ราบลุ่ม โดยพื้นที่ราบลุ่มของลุ่มน้ำพอง มีชุมชนและพื้นที่เกษตรตามแนวลำน้ำและคลองสาขา จึงเป็นบริเวณที่ควรติดตามการเปลี่ยนแปลงของฝนอย่างต่อเนื่อง เพราะอาจเกิดน้ำท่วมขังและน้ำหลากในช่วงฝนหนัก. 

จากลักษณะทางกายภาพและความเสี่ยงของพื้นที่ที่อธิบายข้างต้น จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง ทั้งนี้ควรใช้ข้อมูลภัยพิบัติหรือข้อมูลพื้นที่เพิ่มเติมประกอบการพิจารณาในส่วนของหมู่บ้าน"
องค์การบริหารส่วนตำบลป่าปอ	"บริบทพื้นที่ของ ต.ป่าปอ อ.บ้านไผ่ บริเวณนี้เป็นพื้นที่ราบลุ่ม และพื้นที่ราบลุ่มตอนกลางของลุ่มน้ำชี มีทางระบายน้ำและพื้นที่เกษตรกว้าง ทำให้น้ำสะสมได้เมื่อฝนตกหนัก จึงเหมาะเป็นจุดเฝ้าระวังฝนเชิงพื้นที่ โดยเฉพาะความเสี่ยงจากฝนตกหนัก น้ำท่วมขัง น้ำสะสม และน้ำหลาก. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ เสือเฒ่า  ข่าลิ้น  หนองตับเต่า  ป่าปอ  หนองดู่  ดอนเปือย  สร้างเอี่ยน  ห้วยเสือเฒ่า  ป่าปอพัฒนา

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
ศาลากลางจังหวัดขอนแก่น	"บริเวณศาลากลางจังหวัดขอนแก่น ต.ในเมือง อยู่ในเขตเมืองที่มีพื้นผิวสิ่งปลูกสร้างหนาแน่น การระบายน้ำอาศัยโครงข่ายท่อ คลอง และแหล่งรับน้ำสำคัญ เช่น บึงทุ่งสร้าง เมื่อเกิดฝนตกหนักระยะสั้น น้ำผิวดินสามารถไหลรวมเข้าสู่พื้นที่ต่ำและระบบระบายน้ำอย่างรวดเร็ว ทำให้เสี่ยงต่อน้ำท่วมขังและการระบายไม่ทันในเขตศูนย์ราชการและชุมชนเมือง. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ หนองแวงตราชู3  หนองแวงตราชู4  มิตรภาพ  หนองใหญ่4  ทุ่งเศรษฐี

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
โรงเรียนบ้านแก่งประลอม	"บริเวณดังกล่าวทำหน้าที่เป็นจุดเฝ้าระวังของ ต.ไทรโยค อ.ไทรโยค เนื่องจากพื้นที่ภูเขาและหุบเขาของลุ่มน้ำแควน้อย มีลำห้วยจากแนวเทือกเขาตะนาวศรีไหลลงสู่แม่น้ำแควน้อย ลักษณะพื้นที่มีความสัมพันธ์กับการเกิดฝนตกหนัก น้ำป่าไหลหลาก และน้ำท่วมฉับพลัน. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ วังนกแก้ว

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
องค์การบริหารส่วนตำบลหนองกุ่ม	"จุด องค์การบริหารส่วนตำบลหนองกุ่ม มีความสำคัญเชิงพื้นที่เนื่องจากอยู่ในพื้นที่สำคัญในระบบระบายน้ำของท้องถิ่นของ ต.หนองกุ่ม อ.บ่อพลอย โดยพื้นที่เนินเขาสลับที่ราบของลุ่มน้ำแม่กลองตอนบน มีลำห้วยรับน้ำจากพื้นที่สูงและไหลผ่านพื้นที่เกษตร หากมีฝนหนักต่อเนื่องอาจนำไปสู่ฝนตกหนัก น้ำป่าไหลหลาก และน้ำท่วมฉับพลัน. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ ทุ่งมะสัง

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
สำนักงานเทศบาลตำบลหนองปลาไหล	"จากลักษณะพื้นที่ของ ต.หนองปลาไหล อ.หนองปรือ จุดนี้อยู่ในพื้นที่รอยต่อเชิงเขากับพื้นที่ราบ โดยพื้นที่ตอนในและราบเชิงเขาของลุ่มน้ำแม่กลอง มีทางน้ำย่อยรับน้ำจากแนวเขาก่อนเข้าสู่พื้นที่ชุมชน ทำให้มีความไวต่อเหตุการณ์ฝนหนักและฝนตกหนัก น้ำป่าไหลหลาก และน้ำท่วมฉับพลัน. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ พยอมงาม  ใหม่พัฒนา  ห้วยหวาย  หนองปลาไหล  ศรีสุขเจริญ  หนองขนาก  หนองไผ่ล้อม  หนองขอนเทพพนม  หนองกร่าง  สามร้อยไร่  เทพมงคล  หนองแกประชาสรรค์  ศรีสวรรค์

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
องค์การบริหารส่วนตำบลบ้านแก้ง	"บริบทพื้นที่ของ ต.บ้านแก้ง อ.แก้งคร้อ บริเวณนี้เป็นพื้นที่สำคัญในระบบระบายน้ำของท้องถิ่น และพื้นที่ตอนเหนือของลุ่มน้ำชี มีลำห้วยสาขาไหลผ่านชุมชนและพื้นที่เกษตรก่อนลงสู่ลำน้ำหลัก จึงเหมาะเป็นจุดเฝ้าระวังฝนเชิงพื้นที่ โดยเฉพาะความเสี่ยงจากฝนตกหนัก น้ำท่วมขัง และน้ำหลาก. ประกอบกับไม่พบหมู่บ้านระดับความเสี่ยงสูงหรือความเสี่ยงสูงมากในตำบลนี้ จึงใช้ข้อมูลหมู่บ้านระดับความเสี่ยงปานกลางประกอบการพิจารณา โดยมีรายชื่อได้แก่ โนนส้มกบ

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
องค์การบริหารส่วนตำบลบ้านขาม	"บริบทพื้นที่ของ ต.บ้านขาม อ.จัตุรัส บริเวณนี้เป็นพื้นที่สำคัญในระบบระบายน้ำของท้องถิ่น และพื้นที่ราบตอนใต้ของจังหวัดในลุ่มน้ำชี มีพื้นที่เกษตรและชุมชนที่เสี่ยงน้ำท่วมขังจากฝนสะสม จึงเหมาะเป็นจุดเฝ้าระวังฝนเชิงพื้นที่ โดยเฉพาะความเสี่ยงจากฝนตกหนัก น้ำท่วมขัง และน้ำหลาก. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ ขาม  หนองลูกช้าง

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
องค์การบริหารส่วนตำบลท่ากูบ	"จากลักษณะพื้นที่ของ ต.ท่ากูบ อ.ซับใหญ่ จุดนี้อยู่ในพื้นที่รอยต่อเชิงเขากับพื้นที่ราบ โดยพื้นที่เนินเขาและราบเชิงเขาทางใต้ของจังหวัด มีทางน้ำย่อยรับน้ำจากแนวภูเขา ทำให้มีความไวต่อเหตุการณ์ฝนหนักและฝนตกหนัก น้ำท่วมขัง และน้ำหลาก. 

จากลักษณะทางกายภาพและความเสี่ยงของพื้นที่ที่อธิบายข้างต้น จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง ทั้งนี้ควรใช้ข้อมูลภัยพิบัติหรือข้อมูลพื้นที่เพิ่มเติมประกอบการพิจารณาในส่วนของหมู่บ้าน"
สำนักงานป้องกันฯ หนองบัวระเหว	"สำนักงานป้องกันฯ หนองบัวระเหว ตั้งอยู่ในพื้นที่ราบสลับเนินเขาของ ต.หนองบัวระเหว อ.หนองบัวระเหว ซึ่งเชื่อมกับลำคันฉูและลำห้วยสาขาในระบบลุ่มน้ำชี น้ำฝนจากพื้นที่สูงและเนินเขาโดยรอบจะไหลรวมเข้าสู่ทางน้ำท้องถิ่นและลำคันฉู ก่อนระบายต่อไปยังพื้นที่ราบและชุมชนด้านท้ายน้ำ เมื่อมีฝนตกหนักหรือฝนสะสมต่อเนื่องจึงมีโอกาสเกิดน้ำหลาก น้ำท่วมขัง และน้ำเอ่อตามทางน้ำในพื้นที่ต่ำ. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ หนองบัวระเหว

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
องค์การบริหารส่วนตำบลสะกำ	"จุดนี้เป็นแนวเฝ้าระวังของ ต.สะกำ อ.มายอ เนื่องจากพื้นที่ราบสลับเนินเขาที่มีคลองและลำห้วยสาขาไหลลงสู่พื้นที่ราบปัตตานี เมื่อมีฝนตกต่อเนื่องอาจเกิดฝนตกหนัก น้ำท่วมขัง และน้ำหลาก. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ สะกำ  ศาลาบูดี  คลองโตะโนะ  กูบังบาเดาะ

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
องค์การบริหารส่วนตำบลคอลอตันหยง	"ตำแหน่งนี้อยู่ในแนวรับและระบายน้ำของ ต.คอลอตันหยง อ.หนองจิก โดยพื้นที่ราบลุ่มตอนล่างของลุ่มน้ำปัตตานีและใกล้พื้นที่ชายฝั่ง รับน้ำต่อเนื่องจากตอนบนก่อนระบายออกสู่ทะเล จึงสามารถสะท้อนฝนในบริบทพื้นที่ก่อนเกิดน้ำท่วมขังและการระบายช้า. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ คอลอตันหยง  กาแลกูมิ  ไร่  ต้นสะท้อน  แม่โอน  ออเลาะปีแน

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
องค์การบริหารส่วนตำบลลิปะสะโง	"ในเชิงภูมิศาสตร์ จุด องค์การบริหารส่วนตำบลลิปะสะโง อยู่ในพื้นที่ราบลุ่มตอนล่าง โดยพื้นที่ราบลุ่มตอนล่างของลุ่มน้ำปัตตานีและใกล้พื้นที่ชายฝั่ง รับน้ำต่อเนื่องจากตอนบนก่อนระบายออกสู่ทะเล จึงสามารถใช้เป็นตัวแทนติดตามฝนของบริเวณนี้ได้ โดยเฉพาะช่วงที่เสี่ยงต่อน้ำท่วมขังและการระบายช้า. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ กาเดาะ  ท่ากูโบ  ทุ่งโพธิ์

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
สำนักงานเทศบาลตำบลหนองจิก	"พื้นที่ ต.หนองจิก อ.หนองจิก อยู่ในที่ราบลุ่มตอนล่างใกล้ชายฝั่ง และเชื่อมโยงกับคลองหนองจิกซึ่งรับน้ำจากระบบแม่น้ำปัตตานีก่อนระบายสู่พื้นที่ตอนล่าง เมื่อเกิดฝนหนักร่วมกับน้ำจากตอนบนหรือการระบายลงทะเลชะลอตัว พื้นที่ชุมชนและเกษตรมีโอกาสเกิดน้ำท่วมขังและน้ำหลาก. 

จากลักษณะทางกายภาพและความเสี่ยงของพื้นที่ที่อธิบายข้างต้น จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง ทั้งนี้ควรใช้ข้อมูลภัยพิบัติหรือข้อมูลพื้นที่เพิ่มเติมประกอบการพิจารณาในส่วนของหมู่บ้าน"
องค์การบริหารส่วนตำบลช่องแคบ	"บริเวณ องค์การบริหารส่วนตำบลช่องแคบ อยู่ในพื้นที่รอยต่อเชิงเขากับพื้นที่ราบของ ต.ช่องแคบ อ.พบพระ โดยพื้นที่ภูเขาชายแดนและราบเชิงเขาฝั่งตะวันตก มีลำห้วยรับน้ำจากพื้นที่สูงก่อนระบายสู่ลุ่มน้ำเมย ลักษณะพื้นที่ทำให้ปริมาณฝนสัมพันธ์โดยตรงกับการเกิดฝนตกหนัก น้ำป่าไหลหลาก และน้ำท่วมฉับพลัน. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ ใหม่สามยอดดอย  ชิบาโบ  ใหม่ดินแดง

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
องค์การบริหารส่วนตำบลวังหมัน	"บริเวณดังกล่าวทำหน้าที่เป็นจุดเฝ้าระวังของ ต.วังหมัน อ.สามเงา เนื่องจากพื้นที่ราบสลับเนินเขาของลุ่มน้ำปิงตอนบนและใกล้ระบบอ่างเก็บน้ำภูมิพล รับน้ำจากพื้นที่สูงโดยรอบก่อนระบายลงพื้นที่ต่ำ ลักษณะพื้นที่มีความสัมพันธ์กับการเกิดน้ำหลาก.

จากลักษณะทางกายภาพและความเสี่ยงของพื้นที่ที่อธิบายข้างต้น จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง ทั้งนี้ควรใช้ข้อมูลภัยพิบัติหรือข้อมูลพื้นที่เพิ่มเติมประกอบการพิจารณาในส่วนของหมู่บ้าน"
โรงเรียนบ้านหัวปอน	"บริบทพื้นที่ของ ต.แม่ยวมน้อย อ.ขุนยวม บริเวณนี้เป็นพื้นที่หุบเขาและแนวรับน้ำจากพื้นที่สูง และพื้นที่ภูเขาและหุบเขาของลุ่มน้ำยวม มีทางน้ำสาขาจากพื้นที่ลาดชันก่อนเข้าสู่ชุมชน จึงเหมาะเป็นจุดเฝ้าระวังฝนเชิงพื้นที่ โดยเฉพาะความเสี่ยงจากฝนตกหนัก น้ำป่าไหลหลาก และน้ำหลากฉับพลัน. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ หัวปอน

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
องค์การบริหารส่วนตำบลถ้ำลอด	"พื้นที่ ต.ถ้ำลอด อ.ปางมะผ้า เป็นพื้นที่ภูเขาหินปูนและหุบเขา มีแม่น้ำลางและลำห้วยสาขารับน้ำจากพื้นที่สูงก่อนไหลผ่านชุมชนและระบบถ้ำ เมื่อเกิดฝนหนัก น้ำในลำน้ำสามารถเพิ่มขึ้นรวดเร็ว จึงมีความเสี่ยงต่อน้ำป่าไหลหลาก น้ำท่วมฉับพลัน และดินถล่มในพื้นที่ลาดชัน. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ แอลา

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
องค์การบริหารส่วนตำบลทุ่งยาว	"จุดนี้เป็นแนวเฝ้าระวังของ ต.ทุ่งยาว อ.ปาย เนื่องจากพื้นที่หุบเขาของลุ่มน้ำปาย มีภูเขาล้อมรอบและลำห้วยจากพื้นที่สูงไหลลงสู่ที่ราบชุมชน เมื่อมีฝนตกต่อเนื่องอาจเกิดฝนตกหนัก น้ำป่าไหลหลาก และน้ำหลากฉับพลัน. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ ทุ่งโป่ง  ทุ่งยาวเหนือ  สบแพม  แพมกลาง  ร้องแหย่ง  กุงแกง

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
โรงเรียนชุมชนบ้านปางหมู	"ตำแหน่งนี้อยู่ในแนวรับและระบายน้ำของ ต.ปางหมู อ.เมืองแม่ฮ่องสอน โดยพื้นที่แอ่งแม่ฮ่องสอน รับน้ำจากภูเขารอบแอ่งผ่านลำห้วยและแม่น้ำปาย จึงสามารถสะท้อนฝนในบริบทพื้นที่ก่อนเกิดฝนตกหนัก น้ำป่าไหลหลาก และน้ำหลากฉับพลัน. ประกอบกับข้อมูลรายชื่อหมู่บ้านประกาศภัยระดับตำบลพบหมู่บ้านที่อยู่ในกลุ่มความเสี่ยงสูงหรือความเสี่ยงสูงมาก ได้แก่ ขุนกลาง  ชานเมือง  ดอยแสง  ทุ่งกองมู  ในสอย  สบป่อง  สบสอย  ไม้สะเป่

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
วิทยาลัยการอาชีพแม่สะเรียง	"บริเวณ วิทยาลัยการอาชีพแม่สะเรียง อยู่ในพื้นที่ภูเขาและต้นน้ำของ ต.แม่สะเรียง อ.แม่สะเรียง โดยพื้นที่หุบเขาและที่ราบริมลำน้ำยวมในระบบลุ่มน้ำสาละวิน รับน้ำจากภูเขาสูงโดยรอบ ลักษณะพื้นที่ทำให้ปริมาณฝนสัมพันธ์โดยตรงกับการเกิดฝนตกหนัก น้ำป่าไหลหลาก และน้ำหลากฉับพลัน. ประกอบกับไม่พบหมู่บ้านระดับความเสี่ยงสูงหรือความเสี่ยงสูงมากในตำบลนี้ จึงใช้ข้อมูลหมู่บ้านระดับความเสี่ยงปานกลางประกอบการพิจารณา โดยมีรายชื่อได้แก่ ในเวียง  ทุ่งพร้าว  จอมแจ้ง  แพะเด่นมะห้า  ไร่  ดงสงัด  หนองผักหนาม  ป่ากล้วย  นาคาว

จากลักษณะทางกายภาพและข้อมูลพื้นที่ที่มีการประกาศภัยดังกล่าว จึงมีความเหมาะสมในการติดตั้งสถานีวัดฝน เพื่อเฝ้าระวังปริมาณฝนเฉพาะพื้นที่ ติดตามฝนสะสม สนับสนุนการประเมินสถานการณ์ และการแจ้งเตือนภัยสำหรับชุมชนและพื้นที่ใกล้เคียง"
